mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.02548821767171224,0.007159115831810163,0.004477580388387044,0.00047123327448671455,0.1,8,"{'learning_rate': 0.1, 'n_estimators': 8}",0.7542089483540365,0.7523099696651354,0.7110612928646374,0.7391934036279365,0.01990750732787542,22
0.03840303421020508,0.006153778981786498,0.004352649052937825,0.0012062867483550424,0.1,16,"{'learning_rate': 0.1, 'n_estimators': 16}",0.7784995455065469,0.7688165384918401,0.7457119055950754,0.7643426631978207,0.013754247897792804,13
0.06895709037780762,0.010871642783412263,0.010339180628458658,0.0031348200861950255,0.1,32,"{'learning_rate': 0.1, 'n_estimators': 32}",0.7845560708531099,0.7789935931864782,0.7732314561426062,0.7789270400607314,0.004623494102533905,9
0.13313810030619302,0.014384394739238495,0.0170290470123291,0.005090113872116093,0.1,64,"{'learning_rate': 0.1, 'n_estimators': 64}",0.7832436602550961,0.7899040642349858,0.7849707473831106,0.7860394906243974,0.002822162808991264,8
0.2249313990275065,0.006641556236088875,0.03368782997131348,0.006302345093965107,0.1,128,"{'learning_rate': 0.1, 'n_estimators': 128}",0.7987414500267398,0.8035583592296193,0.7986214015102767,0.8003070702555454,0.0022995308081255263,6
0.48354260126749676,0.038413948929623805,0.06472047170003255,0.007039447923102905,0.1,256,"{'learning_rate': 0.1, 'n_estimators': 256}",0.8067820087110891,0.8158936225544411,0.8090659538697325,0.8105805283784209,0.0038709024498487514,4
0.0218047300974528,0.008156660870570598,0.0032556851704915366,0.0016350430408004013,0.01,8,"{'learning_rate': 0.01, 'n_estimators': 8}",0.7176111770388702,0.7450574055896847,0.7413185668700938,0.7346623831662162,0.012153256121734334,23
0.026014328002929688,0.0018382595148006497,0.004076401392618815,0.0006310752387811818,0.01,16,"{'learning_rate': 0.01, 'n_estimators': 16}",0.7266180663432389,0.7642451378600645,0.7445634267391232,0.7451422103141422,0.015366638551379454,21
0.05989750226338705,0.005033196200803396,0.006792465845743815,0.0003645419987834527,0.01,32,"{'learning_rate': 0.01, 'n_estimators': 32}",0.7496242775430986,0.7774473511023069,0.7713657539809736,0.7661457942087929,0.011943389819970628,12
0.13551982243855795,0.035858121980011134,0.016581058502197266,0.002038270547422508,0.01,64,"{'learning_rate': 0.01, 'n_estimators': 64}",0.7506659486679216,0.7719255512368377,0.766616907037172,0.7630694689806438,0.009034412466443513,15
0.2428776423136393,0.020166199293240098,0.02968446413675944,0.0031570864082699057,0.01,128,"{'learning_rate': 0.01, 'n_estimators': 128}",0.7796774507894413,0.7777677643300731,0.7618120041636116,0.7730857397610421,0.008009767426246966,11
0.5159759521484375,0.030612213463585777,0.06925845146179199,0.01033735021405544,0.01,256,"{'learning_rate': 0.01, 'n_estimators': 256}",0.7865258199536515,0.7814967000102883,0.7674221419201718,0.7784815539613704,0.008085211103157904,10
0.01557000478108724,0.0005530826412178309,0.0032393932342529297,0.0008898869904786181,0.5,8,"{'learning_rate': 0.5, 'n_estimators': 8}",0.7693188112594989,0.753450862268604,0.7554166612967375,0.7593954449416135,0.007062624194257145,18
0.02105236053466797,0.005458021007234554,0.009650150934855143,0.006697443648476585,0.5,16,"{'learning_rate': 0.5, 'n_estimators': 16}",0.7752553700684887,0.7923087123542795,0.7995520247853001,0.7890387024026895,0.010185007982965687,7
0.06015364329020182,0.00900402154801449,0.006800095240275065,0.0010805318046928276,0.5,32,"{'learning_rate': 0.5, 'n_estimators': 32}",0.800729763853725,0.8111735405423659,0.8034770063670766,0.8051267702543892,0.004420362620378587,5
0.14409629503885904,0.017224138119556198,0.021972099939982098,0.007212263614509931,0.5,64,"{'learning_rate': 0.5, 'n_estimators': 64}",0.8225471053017515,0.8166853592198579,0.8148415682969683,0.8180246776061925,0.003285235195842276,3
0.22427892684936523,0.007215838089204608,0.03250741958618164,0.0018475281476528142,0.5,128,"{'learning_rate': 0.5, 'n_estimators': 128}",0.8256866485269734,0.8210540255822036,0.8136150952179482,0.8201185897757085,0.0049723823890374325,2
0.27678990364074707,0.12280778765154411,0.04468806584676107,0.01004485544152587,0.5,256,"{'learning_rate': 0.5, 'n_estimators': 256}",0.8335038215941768,0.8238842092809545,0.8154097317307648,0.824265920868632,0.007391810774924395,1
0.010904073715209961,0.007855011517274508,0.006505250930786133,0.004680301363946361,0.001,8,"{'learning_rate': 0.001, 'n_estimators': 8}",0.7262224430754975,0.7584588552019618,0.7142546019948726,0.7329786334241106,0.018667950814504404,24
0.030820926030476887,0.004898768871884222,0.003964662551879883,0.0015802062554517657,0.001,16,"{'learning_rate': 0.001, 'n_estimators': 16}",0.764932746459231,0.7534134302049575,0.753445670496619,0.7572639490536025,0.005422674622701261,20
0.06150325139363607,0.0013023924181330604,0.0056514739990234375,0.007992391176817857,0.001,32,"{'learning_rate': 0.001, 'n_estimators': 32}",0.7559429403557477,0.7743375824339577,0.7521637833051326,0.7608147686982792,0.009685741255429444,17
0.12222639719645183,0.006741774942984834,0.013592958450317383,0.0004778132382645033,0.001,64,"{'learning_rate': 0.001, 'n_estimators': 64}",0.7532727094470959,0.7657249506530313,0.756406724237904,0.758468128112677,0.00528845391482839,19
0.24187262852986655,0.02181998682428308,0.0322119394938151,0.013647290161323402,0.001,128,"{'learning_rate': 0.001, 'n_estimators': 128}",0.7509961797273881,0.770403504049989,0.7622756623798772,0.7612251153857515,0.007957754963170815,16
