mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.004615306854248047,0.0008665295186611542,0.0012167294820149739,0.0009193173153354381,squared_error,{'criterion': 'squared_error'},0.7160415894494276,0.6824785366693502,0.7446729291507321,0.7143976850898367,0.025417348802076845,1
0.002941290537516276,0.0020798069309256586,0.0013723373413085938,0.001099629306896871,friedman_mse,{'criterion': 'friedman_mse'},0.6975802973216778,0.6794712299921855,0.7186498117958562,0.6985671130365732,0.01600980266332897,3
0.023743311564127605,0.0015097586689017967,0.002326806386311849,0.003290601148538548,absolute_error,{'criterion': 'absolute_error'},0.6905961080868426,0.6725436842537165,0.7265260979495844,0.6965552967633811,0.022437456694404233,4
0.0022757848103841147,0.00038651469874390553,0.0006676514943440756,0.0009442017982400553,poisson,{'criterion': 'poisson'},0.7330222177909926,0.653922548712522,0.726757267773803,0.704567344759106,0.03590249689208752,2
