mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.003930409749348958,0.0029281474465358464,0.0009349187215169271,0.001322174735685753,{},0.8749884382778824,0.8419747938103742,0.8823365529940321,0.8664332616940963,0.01755298998052698,1
