mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.012939373652140299,0.005698287118432921,0.0025884310404459634,0.003660594282666183,0.1,8,0.6,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.6}",0.634181392229082,0.6182240894370732,0.6083861295653794,0.6202638704105116,0.010629186980105074,70
0.0088499387105306,0.0012296673198533335,0.001361846923828125,0.0005079744179878995,0.1,8,0.7,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.7}",0.6341030131890388,0.6058961713313102,0.6180746500484796,0.6193579448562763,0.011551092764164949,71
0.007972399393717447,0.000628047496912291,0.001020193099975586,4.188755020492693e-06,0.1,8,0.75,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.75}",0.6471555410601224,0.6156547391769629,0.6092182612467492,0.6240095138279448,0.0165763082844374,67
0.009706894556681315,0.0027026348870903593,0.0006727377573649088,0.0004758030619180929,0.1,8,0.8,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.8}",0.6458777749286266,0.6112907415618141,0.6144814256200787,0.6238833140368398,0.015606886271347691,68
0.008441686630249023,0.0014393100493952033,0.0010766188303629558,1.5310029250143724e-05,0.1,8,0.85,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.85}",0.620876752422911,0.6032930225042814,0.6125216965634989,0.6122304904968972,0.0071814803577324865,78
0.008293708165486654,0.0010354524715583074,0.0018177032470703125,0.0011096901919172351,0.1,8,0.9,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.9}",0.6329278000639817,0.6107427501309539,0.6233003775900958,0.6223236425950105,0.009083304045360837,69
0.01821271578470866,0.0008470526906315981,0.0011048316955566406,0.00013279736504535642,0.1,16,0.6,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.6}",0.7930942823345675,0.7659939375184893,0.7807948016983539,0.7799610071838036,0.011079367679218103,51
0.02582105000813802,0.01039397130250468,0.002063274383544922,0.0015662033611421099,0.1,16,0.7,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.7}",0.7855649115364151,0.7701890752657935,0.7846756456879025,0.7801432108300371,0.007047993074194283,50
0.015312989552815756,0.003982678949511185,0.0006714661916097006,0.0004748773168137397,0.1,16,0.75,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.75}",0.790348570086696,0.7650093413497792,0.7768479139996431,0.7774019418120394,0.010352112130965664,55
0.018851598103841145,0.0030056934012268007,0.0010325908660888672,3.576649540640231e-05,0.1,16,0.8,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.8}",0.7840623397625928,0.7706139212721765,0.7790270636338801,0.777901108222883,0.005547721554176227,53
0.01913619041442871,0.003942681991134583,0.0011506080627441406,0.00015598589061095695,0.1,16,0.85,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.85}",0.7915726504606293,0.7656264009304,0.7794212008481374,0.7788734174130556,0.010599591696225642,52
0.026653369267781574,0.008088061149808768,0.0007606347401936849,0.0005506144584976125,0.1,16,0.9,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.9}",0.7884010920820622,0.7681077879312961,0.776981446495502,0.7778301088362868,0.008306411947621153,54
0.024375359217325848,0.005602548822943492,0.0009852250417073567,0.0007966973476310679,0.1,32,0.6,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.6}",0.8506854965019197,0.8252888694823585,0.8416808090729354,0.8392183916857379,0.0105133182371776,32
0.030525366465250652,0.005363526363206168,0.0006678899129231771,0.0009445389730281425,0.1,32,0.7,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.7}",0.8501593898336977,0.8249128520589876,0.8430986286922579,0.8393902901949811,0.010635185258071597,31
0.031248172124226887,0.0073809444490375836,0.004106680552164714,0.00193806897280223,0.1,32,0.75,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.75}",0.8502255024728921,0.8249789245645291,0.8415055645294551,0.838903330522292,0.010469834140417779,33
0.027670780817667644,0.003903258573430311,0.0,0.0,0.1,32,0.8,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.8}",0.8479511660409165,0.8286712463706042,0.8424792566733148,0.8397005563616119,0.008112529699590929,30
0.027231136957804363,0.005573493149283601,0.0006684462229410807,0.0009453257142003459,0.1,32,0.85,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.85}",0.8485349485382564,0.8266725572036495,0.8448182995458304,0.8400086017625789,0.00955129775795015,29
0.034708261489868164,0.012172238941402444,0.0003341833750406901,0.00047260666130215836,0.1,32,0.9,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.9}",0.8483881683472551,0.8292223386383166,0.8424973478206054,0.8400359516020591,0.008015655956377389,28
0.07899777094523112,0.026663340025609324,0.00229644775390625,0.000416410908790301,0.1,64,0.6,"{'learning_rate': 0.1, 'n_estimators': 64, 'subsample': 0.6}",0.8603153683264617,0.8298972176071013,0.8590555224678389,0.8497560361338007,0.014051721314585252,4
0.07751901944478352,0.02296961012041761,0.0013617674509684246,0.0009631097919224499,0.1,64,0.7,"{'learning_rate': 0.1, 'n_estimators': 64, 'subsample': 0.7}",0.8575891553248312,0.8282778328757722,0.857387519030673,0.8477515024104255,0.013770209830341312,11
