mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0037037531534830728,0.002791000415924036,0.0030423800150553384,0.00147587563858144,squared_error,{'criterion': 'squared_error'},0.6996798629020882,0.6911961459061315,0.7394220717149133,0.7100993601743776,0.021021567061535722,3
0.0022444725036621094,0.0031741634550524513,0.0,0.0,friedman_mse,{'criterion': 'friedman_mse'},0.7194377151177407,0.6947225709978069,0.7217045559015999,0.7119549473390491,0.012220221971783669,1
0.021819353103637695,0.009454970231705054,0.0006003379821777344,0.0008490061164034494,absolute_error,{'criterion': 'absolute_error'},0.7022533975780761,0.6909992389213171,0.716239040771864,0.7031638924237523,0.010324199727233727,4
0.005576292673746745,0.007886068726974374,0.0,0.0,poisson,{'criterion': 'poisson'},0.7509586185236401,0.6484494295664318,0.7344354083639155,0.711281152151329,0.044937906350390716,2
